timestamp,username,src_ip,dst_ip,url,url_category,action,threat_name,threat_category,bytes_in,bytes_out,user_agent,referer
2026-05-30T13:00:00Z,akhan,10.0.4.25,52.84.12.231,https://example-Business.com/page0,News,allowed,,,1593,2449,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:00:30Z,lchen,10.0.4.21,52.84.12.163,https://example-Technology.com/page1,Business,allowed,,,607,3745,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:01:00Z,akhan,10.0.4.23,52.84.12.224,https://example-Business.com/page2,News,allowed,,,2157,3509,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:01:30Z,tperez,10.0.4.22,52.84.12.87,https://example-News.com/page3,News,allowed,,,1825,2328,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:02:00Z,jsmith,10.0.4.24,52.84.12.163,https://example-News.com/page4,Search Engines,allowed,,,1472,1762,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:02:30Z,rmiller,10.0.4.23,52.84.12.27,https://example-Technology.com/page5,Business,allowed,,,2128,904,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:03:00Z,akhan,10.0.4.21,52.84.12.245,https://example-Education.com/page6,Technology,allowed,,,1286,2132,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:03:30Z,akhan,10.0.4.25,52.84.12.43,https://example-Education.com/page7,News,allowed,,,1588,1645,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:04:00Z,rmiller,10.0.4.21,52.84.12.45,https://example-Technology.com/page8,Education,allowed,,,2144,4688,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:04:30Z,tperez,10.0.4.21,52.84.12.27,https://example-Education.com/page9,Business,allowed,,,1288,2515,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:05:00Z,tperez,10.0.4.22,52.84.12.198,https://example-News.com/page10,Education,allowed,,,1629,1546,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:05:30Z,tperez,10.0.4.22,52.84.12.221,https://example-Business.com/page11,Education,allowed,,,2118,1934,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:06:00Z,jsmith,10.0.4.21,52.84.12.62,https://example-Technology.com/page12,Business,allowed,,,2436,1233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:06:30Z,tperez,10.0.4.23,52.84.12.116,https://example-News.com/page13,Education,allowed,,,1750,2256,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:07:00Z,akhan,10.0.4.21,52.84.12.195,https://example-Technology.com/page14,News,allowed,,,2293,2791,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:07:30Z,akhan,10.0.4.23,52.84.12.193,https://example-Education.com/page15,News,allowed,,,1988,3988,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0",https://www.google.com/
2026-05-30T13:08:00Z,rmiller,10.0.4.24,52.84.12.252,https://example-Technology.com/page16,News,allowed,,,1310,1179,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:08:30Z,tperez,10.0.4.23,52.84.12.96,https://example-Search Engines.com/page17,Technology,allowed,,,1114,4406,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:09:00Z,tperez,10.0.4.23,52.84.12.78,https://example-News.com/page18,Business,allowed,,,1651,1935,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:09:30Z,akhan,10.0.4.25,52.84.12.99,https://example-Education.com/page19,Business,allowed,,,1187,3371,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:10:00Z,tperez,10.0.4.22,52.84.12.177,https://example-Search Engines.com/page20,Technology,allowed,,,2482,2328,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:10:30Z,lchen,10.0.4.23,52.84.12.32,https://example-Business.com/page21,Technology,allowed,,,2295,3463,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:11:00Z,akhan,10.0.4.22,52.84.12.178,https://example-Search Engines.com/page22,Search Engines,allowed,,,1427,1839,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 Chrome/120.0,https://www.google.com/
2026-05-30T13:11:30Z,jsmith,10.0.4.24,52.84.12.217,https://example-Business.com/page23,Business,allowed,,,834,844,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:12:00Z,tperez,10.0.4.24,52.84.12.251,https://example-Search Engines.com/page24,Education,allowed,,,803,4367,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
2026-05-30T13:12:30Z,lchen,10.0.4.21,52.84.12.236,https://example-Search Engines.com/page25,Business,allowed,,,1659,1417,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Firefox/123.0,https://www.google.com/
